text,reminder system,reward programme,misselling,product pricing,customer service,output,label
1. Excited to hear about the new credit card schemes announced by CreditCardCo! Looking forward to exploring the benefits and rewards they offer. #CreditCardSchemes,0.2749100625514984,0.5143378973007202,0.026796840131282806,0.051746804267168045,0.13220840692520142,reward programme,reward programme
"Who checks their voicemail these days? CreditCardCo, using voicemail as the primary mode for sending reminders is ineffective and outdated. #VoicemailWoes",0.48860976099967957,0.041169773787260056,0.2995459735393524,0.011380135081708431,0.15929435193538666,reminder system,reminder system
"CreditCardCo, your sales representative misled me into buying an expensive product that I didn't need. Feeling cheated and deceived. #MisSelling",0.05426175892353058,0.008619105443358421,0.8909066915512085,0.012935738079249859,0.03327673301100731,misselling,misselling
The reward program offered by CreditCardCo is simply not woh it. The high spending requirements and minimal benefits make it more of a hassle than a perk. #NotWohIt,0.016550742089748383,0.7554590106010437,0.21537631750106812,0.00228334148414433,0.010330528020858765,reward programme,reward programme
Missed another due date because CreditCardCo's reminder system only sends notifications during business hours. How about reminders in the evening or on weekends? #LimitedAvailability,0.8722810745239258,0.006626035552471876,0.06947261840105057,0.003697550855576992,0.047922734171152115,reminder system,reminder system
"1. Hey CreditCardCo, sending me a payment reminder on the day of the due date is not helpful at all. Give customers time to take action! #LastMinuteReminder",0.41973331570625305,0.004268270451575518,0.2240237295627594,0.00471265846863389,0.34726211428642273,reminder system,reminder system
Feeling deceived by CreditCardCo's reward program. The enticing sign-up bonus turned out to be nearly impossible to achieve due to hidden spending requirements. #FalsePromises,0.027879051864147186,0.5192346572875977,0.446074515581131,0.002260721055790782,0.004550947807729244,reward programme,reward programme
The smoke signals used by CreditCardCo to send reminders must be fading too quickly. It's time to upgrade to more efficient options! #SmokeSignalIssues,0.9112265110015869,0.010997533798217773,0.0382857546210289,0.003550480818375945,0.03593972697854042,reminder system,reminder system
"Email is the primary mode of communication, CreditCardCo. Why are you still sending paper reminders that often get lost in the mail? #PaperWaste",0.5856231451034546,0.011142087168991566,0.24404293298721313,0.006857927422970533,0.1523338407278061,reminder system,reminder system
Beware of CreditCardCo's tactics! They pushed me into a high-cost product that didn't suit my needs. Shameful sales practices. #DeceptiveSales #MisSelling,0.20753733813762665,0.002767054596915841,0.6927266716957092,0.09289737045764923,0.004071578849107027,misselling,misselling
The customer service at CreditCardCo needs serious improvement. They are unhelpful and lack knowledge about the reward program's terms and conditions. #PoorSuppo,0.015577194280922413,0.28652098774909973,0.023177169263362885,0.0027694145683199167,0.6719552278518677,customer service,reward programme
"CreditCardCo, your reward program needs an upgrade. The lack of innovative features and personalized offers is falling behind other competitors in the market. #Outdated",0.01323770359158516,0.9267125725746155,0.018123973160982132,0.003773592645302415,0.03815208002924919,reward programme,reward programme
"CreditCardCo, sending reminders through carrier pigeons might sound charming, but it's not reliable or timely. #BirdDeliveryFail",0.5684176683425903,0.012332524172961712,0.24542832374572754,0.0033437449019402266,0.1704777032136917,reminder system,reminder system
Why doesn't CreditCardCo have a mobile push notification reminder option? It's much more effective than relying on emails or calls. #OutdatedNotifications,0.854753851890564,0.009565569460391998,0.0531623475253582,0.0047516548074781895,0.07776665687561035,reminder system,reminder system
"Hey CreditCardCo, why do your reward points have such a low redemption value? It's disheaening to see how little my loyalty is woh. #UndervaluedRewards",0.06852426379919052,0.6340739130973816,0.1478082835674286,0.008574280887842178,0.1410192847251892,reward programme,reward programme
"Just realized that the high-cost product I purchased with my credit card was completely misrepresented. CreditCardCo, this is unacceptable! #MisSold#Misselling",0.017106376588344574,0.0015642436919733882,0.9413408637046814,0.036331892013549805,0.003656702348962426,misselling,misselling
1. Feeling deceived by CreditCardCo's aggressive sales tactics. They pushed me into signing up for a credit card with hidden fees and high interest rates. #MisSold,0.07104110717773438,0.011566867120563984,0.89515221118927,0.00876681413501501,0.013473020866513252,misselling,misselling
"Feeling scammed by CreditCardCo. They convinced me to purchase a high-cost product, promising incredible benefits, but it turned out to be a total rip-off. #FraudulentSales #MisSelling",0.01882343366742134,0.014273077249526978,0.866450309753418,0.09652736037969589,0.00392576539888978,misselling,misselling
"Tired of receiving promotional emails from CreditCardCo about their amazing reward program, only to find out that most offers are irrelevant or unattainable. #MisleadingAds",0.021515749394893646,0.3836403489112854,0.5872599482536316,0.0018333856714889407,0.0057505834847688675,misselling,reward programme
"Feeling frustrated with CreditCardCo's reward program. The annual fee keeps increasing, but the benefits remain stagnant. Time to switch to a better option! #TimeToMoveOn",0.022308500483632088,0.7654522061347961,0.11987099051475525,0.07652464509010315,0.015843695029616356,reward programme,reward programme
The carrier pigeons delivering CreditCardCo's reminders must have gotten lost. Can we please switch to more reliable methods? #PigeonPostFail,0.6619256734848022,0.019230270758271217,0.08816753327846527,0.003925646655261517,0.22675085067749023,reminder system,reminder system
"After years of using CreditCardCo, I expected a better reward program. The limited selection of merchandise and travel options is disappointing. #LimitedChoices",0.06124047562479973,0.7672932744026184,0.063248410820961,0.09293028712272644,0.015287521295249462,reward programme,reward programme
Telegrams from CreditCardCo for due date reminders? Seriously? It's time to embrace more modern and efficient communication channels. #TimeToUpgrade,0.8564003109931946,0.002729638945311308,0.10234848409891129,0.0018276880728080869,0.03669385239481926,reminder system,reminder system
"CreditCardCo, your reward program needs a major overhaul. I've accumulated so many points, but the redemption options are lackluster and uninspiring. #RewardProgramFail",0.027354057878255844,0.8389803767204285,0.1034439355134964,0.003979267552495003,0.02624235861003399,reward programme,reward programme
"I trusted CreditCardCo, but they took advantage of that trust. Sold me a ridiculously expensive product that I could have gotten for much less elsewhere. #Exploitation #MisSelling",0.015058532357215881,0.0040898676961660385,0.8717020750045776,0.10623876005411148,0.0029108570888638496,misselling,misselling
The customer service at CreditCardCo needs serious improvement. They are unhelpful and lack knowledge about the reward program's terms and conditions. #PoorSuppo,0.015577194280922413,0.28652098774909973,0.023177169263362885,0.0027694145683199167,0.6719552278518677,customer service,reward programme
"CreditCardCo, your reward program needs an upgrade. The lack of innovative features and personalized offers is falling behind other competitors in the market. #Outdated",0.01323770359158516,0.9267125725746155,0.018123973160982132,0.003773592645302415,0.03815208002924919,reward programme,reward programme
"CreditCardCo, your reminder system should allow customization. I want to choose when and how I receive reminders to align with my schedule. #OneSizeDoesntFitAll",0.8858165144920349,0.011976906098425388,0.0364210419356823,0.0039975387044250965,0.06178804859519005,reminder system,reminder system
The reward program offered by CreditCardCo is simply not woh it. The high spending requirements and minimal benefits make it more of a hassle than a perk. #NotWohIt,0.016550742089748383,0.7554590106010437,0.21537631750106812,0.00228334148414433,0.010330528020858765,reward programme,reward programme
"12. Hey CreditCardCo, changing the rewards redemption rates without notice is unfair. Customers should have a say in these decisions. #UnilateralChanges",0.08086249977350235,0.622592031955719,0.09257546812295914,0.025992684066295624,0.1779773086309433,reward programme,reward programme
