clean_text,reminder system,reward programme,misselling,product pricing,customer service,output,label
email primary mode communication creditcardco still sending paper reminders often get lost mail paperwaste,0.8543939590454102,0.01645229198038578,0.032711561769247055,0.010271156206727028,0.08617091923952103,reminder system,reminder system
beware creditcardco tactics pushed high cost product suit needs shameful sales practices deceptivesales misselling,0.08950147777795792,0.0009922492317855358,0.8800521492958069,0.028221245855093002,0.0012328564189374447,misselling,misselling
customer service creditcardco needs serious improvement unhelpful lack knowledge reward program terms conditions poorsuppo,0.00389137864112854,0.306218683719635,0.03578110784292221,0.0028464454226195812,0.6512624025344849,customer service,reward programme
creditcardco reward program needs upgrade lack innovative features personalized offers falling behind competitors market outdated,0.009967010468244553,0.9160010814666748,0.04230367764830589,0.005371978972107172,0.02635631524026394,reward programme,reward programme
creditcardco sending reminders carrier pigeons might sound charming reliable timely birddeliveryfail,0.5039582848548889,0.011288732290267944,0.3824215829372406,0.009652772918343544,0.09267867356538773,reminder system,reminder system
creditcardco mobile push notification reminder option much effective relying emails calls outdatednotifications,0.9287853837013245,0.011866421438753605,0.01670736074447632,0.006947793997824192,0.03569311648607254,reminder system,reminder system
hey creditcardco reward points low redemption value disheaening see little loyalty woh undervaluedrewards,0.02816665917634964,0.7113443613052368,0.23502317070960999,0.010023304261267185,0.015442530624568462,reward programme,reward programme
realized high cost product purchased credit card completely misrepresented creditcardco unacceptable missold misselling,0.008774333633482456,0.0014998875558376312,0.9624910950660706,0.02572232112288475,0.0015123751945793629,misselling,misselling
feeling deceived creditcardco aggressive sales tactics pushed signing credit card hidden fees high interest rates missold,0.023226769641041756,0.0017935471842065454,0.9607728719711304,0.011160371825098991,0.0030464709270745516,misselling,misselling
feeling scammed creditcardco convinced purchase high cost product promising incredible benefits turned total rip fraudulentsales misselling,0.008370270021259785,0.003255200805142522,0.9551485776901245,0.03119109570980072,0.0020349244587123394,misselling,misselling
tired receiving promotional emails creditcardco amazing reward program find offers irrelevant unattainable misleadingads,0.01854323409497738,0.5054216384887695,0.46920835971832275,0.0029625901952385902,0.0038641903083771467,reward programme,reward programme
feeling frustrated creditcardco reward program annual fee keeps increasing benefits remain stagnant time switch better option timetomoveon,0.041630566120147705,0.9261876940727234,0.013277140446007252,0.005668673198670149,0.01323600485920906,reward programme,reward programme
carrier pigeons delivering creditcardco reminders must gotten lost please switch reliable methods pigeonpostfail,0.5946700572967529,0.08224976807832718,0.17287757992744446,0.010301764123141766,0.13990086317062378,reminder system,reminder system
years using creditcardco expected better reward program limited selection merchandise travel options disappointing limitedchoices,0.018668990582227707,0.6537984013557434,0.17031709849834442,0.13587598502635956,0.02133951149880886,reward programme,reward programme
telegrams creditcardco due date reminders seriously time embrace modern efficient communication channels timetoupgrade,0.9775469303131104,0.0028521677013486624,0.004112892784178257,0.0022499151527881622,0.013238021172583103,reminder system,reminder system
creditcardco reward program needs major overhaul accumulated many points redemption options lackluster uninspiring rewardprogramfail,0.008111701346933842,0.842446506023407,0.14043566584587097,0.004194873850792646,0.004811297636479139,reward programme,reward programme
trusted creditcardco took advantage trust sold ridiculously expensive product could gotten much less elsewhere exploitation misselling,0.01206184271723032,0.0012185348896309733,0.9137150049209595,0.07162531465291977,0.0013792515965178609,misselling,misselling
customer service creditcardco needs serious improvement unhelpful lack knowledge reward program terms conditions poorsuppo,0.00389137864112854,0.306218683719635,0.03578110784292221,0.0028464454226195812,0.6512624025344849,customer service,reward programme
creditcardco reward program needs upgrade lack innovative features personalized offers falling behind competitors market outdated,0.009967010468244553,0.9160010814666748,0.04230367764830589,0.005371978972107172,0.02635631524026394,reward programme,reward programme
creditcardco reminder system allow customization want choose receive reminders align schedule onesizedoesntfitall,0.9429818391799927,0.021878570318222046,0.0060631949454545975,0.00608902657404542,0.02298741787672043,reminder system,reminder system
reward program offered creditcardco simply woh high spending requirements minimal benefits make hassle perk notwohit,0.010927627794444561,0.6065211892127991,0.3716523349285126,0.005738532170653343,0.005160268396139145,reward programme,reward programme
hey creditcardco changing rewards redemption rates without notice unfair customers say decisions unilateralchanges,0.00644927192479372,0.6529605984687805,0.27895644307136536,0.011197234503924847,0.05043649300932884,reward programme,reward programme
tired receiving promotional emails creditcardco amazing reward program find offers irrelevant unattainable misleadingads,0.01854323409497738,0.5054216384887695,0.46920835971832275,0.0029625901952385902,0.0038641903083771467,reward programme,reward programme
feeling frustrated creditcardco reward program annual fee keeps increasing benefits remain stagnant time switch better option timetomoveon,0.041630566120147705,0.9261876940727234,0.013277140446007252,0.005668673198670149,0.01323600485920906,reward programme,reward programme
received due date reminder letter creditcardco week due date helpful slowmaildelivery,0.8642887473106384,0.013418789021670818,0.01160518266260624,0.004073495045304298,0.10661376267671585,reminder system,reminder system
trying redeem reward points flight creditcardco blackout dates restrictions make nearly impossible find suitable time redemptionhurdles,0.04470820724964142,0.889984667301178,0.02413874864578247,0.015058126300573349,0.02611028030514717,reward programme,reward programme
hey creditcardco adveise amazing rewards offer limited availability feels like bait switch tactic falsepromises,0.0054529993794858456,0.1370924860239029,0.8507681488990784,0.002627831883728504,0.004058551043272018,misselling,reward programme
smoke signals used creditcardco reminders keep getting lost wind need reliable communication method inefficientsmokesignals,0.8042724132537842,0.08905047923326492,0.056977201253175735,0.01324723195284605,0.03645267337560654,reminder system,reminder system
big thumbs creditcardco exceptional rewards redemption process straightforward hassle free easyredemption,0.012882312759757042,0.6350535154342651,0.003898917231708765,0.0026389481499791145,0.3455263376235962,reward programme,reward programme
years using creditcardco expected better reward program limited selection merchandise travel options disappointing limitedchoices,0.018668990582227707,0.6537984013557434,0.17031709849834442,0.13587598502635956,0.02133951149880886,reward programme,reward programme
set reminders creditcardco app never seem work unreliable defeating purpose reminder feature appglitch,0.6744405627250671,0.025382718071341515,0.2607460021972656,0.008141645230352879,0.03128904476761818,reminder system,reminder system
shoutout creditcardco exceptional suppo resolving credit card reward redemption issue patiently worked resolve problem credited missing rewards highly appreciated rewardredemption,0.030400456860661507,0.30171066522598267,0.0022387374192476273,0.003731144592165947,0.6619189977645874,customer service,reward programme
trying reach customer suppo inquire reward points keep transferring one depament another creditcardco get act together customerservicefail,0.0264628604054451,0.0706275925040245,0.08088111132383347,0.0037681832909584045,0.8182603120803833,customer service,reward programme
finally managed redeem reward points weeks back foh creditcardco customer service process complicated redemptionstruggles,0.022560294717550278,0.48115432262420654,0.010561827570199966,0.0065235113725066185,0.47920000553131104,reward programme,reward programme
finally got credit card issue resolved shout customer service team handling mis selling situation promptly professionally kudos greatservic problemsolved,0.005205747205764055,0.0024530617520213127,0.4374525547027588,0.0011980792041867971,0.5536905527114868,customer service,misselling
sometimes mistakes happen resolved matters appreciate quick response bank regarding mis selling credit card good job rectifying situation customerfirst satisfied,0.011746789328753948,0.003806530265137553,0.6652103066444397,0.0016944720409810543,0.3175419270992279,misselling,misselling
bit hiccup credit card due mis selling must say bank suppo team fantastic took immediate action clarified everything got soed thank prompt assistance responsiveservice grateful,0.009028803557157516,0.0016832887195050716,0.7973252534866333,0.002271487843245268,0.18969124555587769,misselling,misselling
dealing mis sold credit card stressful must say bank customer service team handled exceptionally well patient understanding resolved issue efficiently grateful suppo customercare relieved,0.007758548948913813,0.0017495992360636592,0.5281121730804443,0.0015248819254338741,0.4608548581600189,misselling,misselling
hey creditcardco pricing fluctuations giving whiplash hard keep ever changing fees interest rates confusedcustomer,0.11754007637500763,0.025437111034989357,0.6254780888557434,0.18761204183101654,0.043932657688856125,misselling,product pricing
hey creditcardco sudden increase interest rates feels like stab back give break unreasonablepricing,0.18112285435199738,0.01584775373339653,0.5439772605895996,0.18348902463912964,0.07556310296058655,misselling,product pricing
creditcardco disappointing see pricing structure favoring wealthy struggling make ends meet inequality,0.3551040291786194,0.017079845070838928,0.46856147050857544,0.1294068992137909,0.029847759753465652,misselling,product pricing
seriously creditcardco another rate hike time stop squeezing customers sta offering fair pricing enoughisenough,0.2810331881046295,0.004450885113328695,0.38113537430763245,0.03019147925078869,0.30318909883499146,misselling,product pricing
someone explain creditcardco charges double digit interest rates offering minimal benefits highway robbery ripoff,0.05357612669467926,0.0014232724206522107,0.9131105542182922,0.024881701916456223,0.007008432876318693,misselling,product pricing
enough pricing surprises creditcardco impossible trust keep changing rules unpredictablefees,0.2864357829093933,0.08937875181436539,0.3853953778743744,0.10640460252761841,0.1323854625225067,misselling,product pricing
tired feeling like cash cow creditcardco pricing scheme designed bleed dry enoughofthis,0.13238517940044403,0.08077336847782135,0.7091462016105652,0.05828751251101494,0.01940770633518696,misselling,product pricing
hey creditcardco way manipulate interest rates feels like betrayal deserve better predatory pricing betrayedbyfees,0.16338878870010376,0.006291731260716915,0.6939826011657715,0.12065323442220688,0.015683691948652267,misselling,product pricing
incredible creditcardco manages consistently provide terrible customer suppo customerdissatisfaction,0.02912996895611286,0.022372817620635033,0.36539050936698914,0.008194143883883953,0.5749125480651855,customer service,customer service
creditcardco suppo team needs lesson responsiveness emails calls unanswered,0.0875028446316719,0.021532585844397545,0.06539208441972733,0.012134532444179058,0.8134379386901855,customer service,customer service
creditcardco adveise suppo hotline nobody ever picks customer service joke,0.25923290848731995,0.0204809308052063,0.15932786464691162,0.00909310020506382,0.5518651604652405,customer service,customer service
