Text,Label
barclaycard martinslewis year old mum savings credit limit cut barclaycard regular payments going account mortgage loan repayments solvent policy makes sense please explain,1
dguillaume barclaycard sxa taking long supported practically every bank credit card company,1
keithbevan credit card companies cancel interest months would help barclays amex,1
barclaysukhelp zoe spoke multiple people day saturday including still ability pay bills transfer money promise call back account inaccessible apart using debit card really enough left hanging,1
barclaysukhelp opened young persons account never even received debit card months,1
barclaysukhelp recently applied barclays business account slight hiccup start got past finally got card pin needed call one piece info missing spoke ekaterina sorted everything professional polite,1
simonpulleyn thetimes credit card company fail cancel account wrote wrote second time relevant gov office complied barclays,1
barclaysukhelp dropped direct messages heard back still service trying use app pay bills transfer money debit card works pay bills either mine husbands account,1
barclaysuk written wife say regrettably reduce credit limit think stuck somewhere needs use card card years thanks nothing barclays absolute wankers,1
barclaysukhelp staff cancelled elderly grand mothers card leaving unable pay super disgusting mum getting staff cutting calls english speaking call center staff poor move bank whole family,1
hello thanks post sorry hear application card rejected assure lot taken consideration decision made take info credit file make sure meet eligibility card,1
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0
thank bringing issue altered product pricing attention value feedback committed considering impact customers making changes customerfirst,0
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0
thank sharing concerns altered product pricing genuinely appreciate feedback committed considering impact customers making pricing decisions customerimpactconsidered,0
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0
mis selling incidents frustrating glad bank listened concerns took corrective measures regained trust addressing situation promptly thank valuing customers trustrestored happycustomer,0
thank bringing issue altered product pricing attention take customer impact seriously carefully consider aspects making changes future customercentricapproach,0
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0
apologize pricing structure caused inconvenience feedback helps ongoing effos ensure credit card fees charges reasonable customer friendly customerfirstapproach,0
apologize confusion caused pricing structure actively reassessing fee policies ensure align customer expectations fair thank bringing attention alignedwithcustomers,0
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0
understand concerns regarding pricing structure rest assured continuously review fees charges ensure fairness appreciate feedback transparentpricing,0
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0
thank sharing feedback regarding altered product pricing actively reviewing pricing strategies ensure align customer needs expectations customerfeedback,0
thank sharing feedback regarding product pricing genuinely appreciate input actively reviewing pricing models ensure fair reasonable customers fairpricingforall,0
thank sharing feedback regarding product pricing genuinely appreciate input actively reviewing pricing models ensure fair reasonable customers fairpricingforall,0
thank sharing feedback regarding product pricing genuinely appreciate input actively reviewing pricing models ensure fair reasonable customers fairpricingforall,0
