clean_text,reminder system,reward programme,misselling,product pricing,customer service,first_highest_label,second_highest_label,third_highest_label,label
choosing right credit card requires careful consideration interest rates fees rewards programs impoant compare options making decision creditcardselection,0.01346882339566946,0.928629457950592,0.020688707008957863,0.023348670452833176,0.01386439148336649,reward programme,product pricing,misselling,reward programme
creditcardco always send impoant updates weekends holidays customer service unavailable inconvenient frustrating pooiming,0.045292846858501434,0.004117117263376713,0.0015278429491445422,0.0022800611332058907,0.9467821717262268,customer service,reminder system,reward programme,reminder system
feeling scammed creditcardco convinced purchase high cost product promising incredible benefits turned total rip fraudulentsales misselling,0.000993570196442306,0.0016344557516276836,0.9583918452262878,0.03661835566163063,0.002361736260354519,misselling,product pricing,customer service,misselling
apologize inconvenience caused pricing structure rest assured committed providing competitive transparent pricing benefits customers thank feedback transparentpolicies,0.0808309018611908,0.07600229978561401,0.06514872610569,0.43044334650039673,0.34757471084594727,product pricing,customer service,reminder system,product pricing
creditcardco high default interest rates like want profit people financial struggles exploitativepricing,0.03363732621073723,0.03992318734526634,0.8526389002799988,0.051332585513591766,0.022467948496341705,misselling,product pricing,reward programme,product pricing
thank bringing issue altered product pricing attention value feedback committed considering impact customers making changes customerfirst,0.0003764555440284312,0.00042023375863209367,0.0005492638447321951,0.9943862557411194,0.0042678494937717915,product pricing,customer service,misselling,product pricing
apologize inconvenience caused pricing structure feedback impoant committed evaluating adjusting fees better align customer needs thank input customercentricapproach,0.027559887617826462,0.03621285781264305,0.030081167817115784,0.4302140474319458,0.4759320616722107,customer service,product pricing,reward programme,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0.0005833487957715988,0.0005127771873958409,0.0007403973140753806,0.9962295889854431,0.0019338260171934962,product pricing,customer service,misselling,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0.0005833487957715988,0.0005127771873958409,0.0007403973140753806,0.9962295889854431,0.0019338260171934962,product pricing,customer service,misselling,product pricing
thank sharing concerns altered product pricing genuinely appreciate feedback committed considering impact customers making pricing decisions customerimpactconsidered,0.00048726858221925795,0.0006102962652221322,0.0007104111136868596,0.9971275925636292,0.0010644926223903894,product pricing,customer service,misselling,product pricing
thank bringing issue product pricing attention value feedback dedicated ensuring pricing changes communicated effectively customer impact mind customerfeedbackmatters,0.0005833487957715988,0.0005127771873958409,0.0007403973140753806,0.9962295889854431,0.0019338260171934962,product pricing,customer service,misselling,product pricing
dear creditcardco offering two day grace period payment due date could helpful customers occasionally miss deadline paymentreminders,0.75892174243927,0.005782010965049267,0.0070497808046638966,0.0028735576197504997,0.22537289559841156,reminder system,customer service,misselling,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.08330342173576355,0.08160754293203354,0.057141780853271484,0.04917856305837631,0.7287687063217163,customer service,reminder system,reward programme,reminder system
hey creditcardco sending payment reminders day due date counterproductive give customers enough time respond lastminutereminder,0.9471001029014587,0.0016359786968678236,0.03131378814578056,0.0011191635858267546,0.01883096806704998,reminder system,misselling,customer service,reminder system
creditcardco always send impoant updates peak business hours difficult reach customer service consider availability inconvenienttiming,0.0493328720331192,0.0048742578364908695,0.001435689628124237,0.0015896214172244072,0.9427675604820251,customer service,reminder system,reward programme,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.08330342173576355,0.08160754293203354,0.057141780853271484,0.04917856305837631,0.7287687063217163,customer service,reminder system,reward programme,reminder system
hey creditcardco sending payment due reminders due date passed counterproductive improve timing latereminder,0.8751482367515564,0.0012104312190786004,0.07698073238134384,0.0009680555667728186,0.045692551881074905,reminder system,misselling,customer service,reminder system
credit card rewards programs offer value essential assess spending habits choose program aligns personal preferences rewardsevaluation,0.0032437932677567005,0.9887653589248657,0.0027559478767216206,0.0026572009082883596,0.0025777649134397507,reward programme,reminder system,misselling,reward programme
suggestion creditcardco implement mobile app feature sends push notifications payment reminders ensuring timely payments paymentreminders,0.9876057505607605,0.0022664654534310102,0.0017302315682172775,0.0015971154207363725,0.006800439208745956,reminder system,customer service,reward programme,reminder system
hey creditcardco integrating payment reminder ales viual assistant platforms like siri google assistant would make convenient customers stay informed paymentreminders,0.9359427094459534,0.0025802156887948513,0.001223297673277557,0.0014565883902832866,0.05879715085029602,reminder system,customer service,reward programme,reminder system
suggestion creditcardco explore option sending payment reminders social media platforms like twitter facebook quick easy access paymentreminders,0.986851692199707,0.0024085913319140673,0.0008450769237242639,0.0015448771882802248,0.008349679410457611,reminder system,customer service,reward programme,reminder system
dear creditcardco providing option customers schedule payment reminder calls texts specific times suit preferences would helpful paymentreminders,0.843018114566803,0.0030060806311666965,0.001296709873713553,0.0014847806887701154,0.1511942595243454,reminder system,customer service,reward programme,reminder system
suggestion creditcardco offering dedicated mobile app widget displays upcoming payment due dates home screen would serve constant reminder paymentreminders,0.9868923425674438,0.0025158775970339775,0.0009702753159217536,0.001529465545900166,0.008092014119029045,reminder system,customer service,reward programme,reminder system
understand impoance timely communication feedback valuable actively working enhance timing messages better serve thank patience improvedtiming,0.19107025861740112,0.17975753545761108,0.13167870044708252,0.07505151629447937,0.42244192957878113,customer service,reminder system,reward programme,reminder system
kudos creditcardco interactive chatbot service payment reminders user friendly accessible way receive notifications paymentreminders,0.9361612796783447,0.0033490261994302273,0.0012426325120031834,0.0012387826573103666,0.05800827592611313,reminder system,customer service,reward programme,reminder system
apologize inconvenience caused timing communication feedback impoant working enhancing communication strategies ensure timely effective delivery thank patience improvedtimeliness,0.08330342173576355,0.08160754293203354,0.057141780853271484,0.04917856305837631,0.7287687063217163,customer service,reminder system,reward programme,reminder system
credit card received creditcardco match features rewards adveised letdown mismatchedoffer,0.002670831046998501,0.7674956917762756,0.219185471534729,0.0023430082947015762,0.008305013179779053,reward programme,misselling,customer service,reward programme
curious learn new credit card schemes creditcardco offer better rewards perks compared existing ones competition,0.003700291970744729,0.9869078993797302,0.0033820755779743195,0.0031162812374532223,0.0028934928122907877,reward programme,reminder system,misselling,reward programme
received promotional email creditcardco limited time offer expired even read improve timing please missedoppounity,0.08847405761480331,0.7065955996513367,0.10440529137849808,0.02941683493554592,0.07110819965600967,reward programme,misselling,reminder system,reminder system
impressed generous rewards program offered creditcardco able earn valuable points redeem amazing perks rewardingexperience,0.0011759650660678744,0.9962610602378845,0.0007310915971174836,0.0008800987270660698,0.0009516855352558196,reward programme,reminder system,customer service,reward programme
understand impoance timely communication feedback valuable actively working enhance timing messages better serve thank patience improvedtiming,0.19107025861740112,0.17975753545761108,0.13167870044708252,0.07505151629447937,0.42244192957878113,customer service,reminder system,reward programme,reminder system
announcement creditcardco schemes generating buzz reserve opinion information eligibility criteria rewards structure informeddecisions,0.0030766776762902737,0.9894163608551025,0.0028791967779397964,0.0020453776232898235,0.0025822881143540144,reward programme,reminder system,misselling,reward programme
beware creditcardco tactics pushed high cost product suit needs shameful sales practices deceptivesales misselling,0.002544167684391141,0.0022735975217074156,0.8362823724746704,0.157391756772995,0.0015081703895702958,misselling,product pricing,reminder system,misselling
discovered creditcardco called exclusive offer retired pensioners nothing trap hidden fees high costs pushing financial hardship deceptivesales misselling,0.0019695486407727003,0.003971975762397051,0.9907729625701904,0.0017317935125902295,0.001553660025820136,misselling,reward programme,reminder system,misselling
realized high cost product purchased credit card completely misrepresented creditcardco unacceptable missold misselling,0.0010300028370693326,0.0019561389926820993,0.7876954674720764,0.2082068920135498,0.0011114998487755656,misselling,product pricing,reward programme,misselling
thanks credit card rewards program redeemed points free flight best feeling ever rewardsprogram,0.0013401241740211844,0.9949918389320374,0.001042673597112298,0.0010140268132090569,0.0016113783931359649,reward programme,customer service,reminder system,reward programme
apologize timing communication feedback valuable working improve effectiveness relevance messages thank bringing attention timelycommunication,0.2433730512857437,0.224258691072464,0.15976563096046448,0.0925167053937912,0.2800859212875366,customer service,reminder system,reward programme,reminder system
hey creditcardco integrating payment reminders popular personal finance apps would convenient users stay top payments paymentreminders,0.984954297542572,0.004548426251858473,0.001978151733055711,0.002109097084030509,0.006409976165741682,reminder system,customer service,reward programme,reminder system
credit card rewards earned regular spending impoant assess whether benefits offset potential interest charges fees rewardsassessment,0.004101219587028027,0.9832485318183899,0.004244620446115732,0.004885891452431679,0.0035197932738810778,reward programme,product pricing,misselling,reward programme
grateful creditcardco competitive cashback program rewarding earn money back spending cashbackbonanza,0.001185965840704739,0.9952214360237122,0.0008309087133966386,0.0014972776407375932,0.001264323596842587,reward programme,product pricing,customer service,reward programme
received credit card offer creditcardco rewards program align spending habits research mismatchedoffer,0.0014090160839259624,0.8339200615882874,0.16240574419498444,0.0008014512713998556,0.001463663880713284,reward programme,misselling,customer service,reward programme
hey creditcardco incorporating sms based payment reminders direct link one click payment could simplify process customers paymentreminders,0.8953698873519897,0.002586961491033435,0.0012414149241521955,0.001657761400565505,0.0991438552737236,reminder system,customer service,reward programme,reminder system
refreshing see company take responsibility mis selling credit card kudos bank acknowledging issue working towards fair resolution appreciate commitment customer satisfaction accountability impressed,0.000729950494132936,0.0018585867946967483,0.8126521110534668,0.0007004683720879257,0.18405888974666595,misselling,customer service,reward programme,misselling
mis selling incidents frustrating glad bank listened concerns took corrective measures regained trust addressing situation promptly thank valuing customers trustrestored happycustomer,0.0004985949490219355,0.000611758790910244,0.7013839483261108,0.0006735000642947853,0.29683220386505127,misselling,customer service,product pricing,misselling
hats bank transparency accountability acknowledged mis selling credit cards reached affected customers offered suitable solutions refreshing see integrity transparency impressive,0.0010027404641732574,0.0013342982856556773,0.9832614064216614,0.0009077927679754794,0.01349381823092699,misselling,customer service,reward programme,misselling
got caught mis selling incident credit card bank resolution team top rectified issue swiftly leaving positive impression thanks quick response effectiveresolution satisfiedcustomer,0.00048442051047459245,0.0016824804479256272,0.5828693509101868,0.00047750488738529384,0.41448625922203064,misselling,customer service,reward programme,misselling
seriously creditcardco justify exorbitant annual fees high interest rates feels like rip unfairpricing,0.030547110363841057,0.06901076436042786,0.4467017650604248,0.4213324189186096,0.032407935708761215,misselling,product pricing,reward programme,product pricing
creditcardco pricing structure maze navigate hidden fees penalties confusing terms make impossible understand paying transparencyplease,0.06581992655992508,0.11464748531579971,0.6053234934806824,0.1434902846813202,0.07071874290704727,misselling,product pricing,reward programme,product pricing
got hit unexpected charges creditcardco upfront pricing pricesurprise,0.11273898929357529,0.0777772068977356,0.13083189725875854,0.5595670938491821,0.11908484250307083,product pricing,misselling,customer service,product pricing
loyal customer expect better creditcardco arbitrary pricing changes leaving sour taste mouth customerdissatisfaction,0.05710373446345329,0.14425143599510193,0.3689574599266052,0.17007037997245789,0.2596169412136078,misselling,customer service,product pricing,product pricing
dear creditcardco tiered pricing system seems like way squeeze money hardworking individuals pricediscrimination,0.12009783089160919,0.0628441721200943,0.3895554840564728,0.37273266911506653,0.05476989597082138,misselling,product pricing,reminder system,product pricing
tired creditcardco unpredictable pricing time transparency fair treatment customers pricestability,0.07441267371177673,0.11030962318181992,0.08869107067584991,0.26215267181396484,0.4644339382648468,customer service,product pricing,reward programme,product pricing
hey creditcardco pricing changes without warning making difficult budget get consistency please budgetingnightmare,0.11514518409967422,0.15536725521087646,0.12162738293409348,0.4225899577140808,0.18527019023895264,product pricing,customer service,reward programme,product pricing
creditcardco pricing games driving crazy like never ending roller coaster charges fees pricemadness,0.040665898472070694,0.06671834737062454,0.7999246716499329,0.05132140591740608,0.041369665414094925,misselling,reward programme,product pricing,product pricing
frustrating creditcardco lures customers low introductory rates skyrocket later deceptive pricing please falsepromises,0.0012363148853182793,0.0017225707415491343,0.9932906031608582,0.0016247398452833295,0.0021257707849144936,misselling,customer service,reward programme,product pricing
dear creditcardco pricing tactics predatory unfair stop preying people financial vulnerability unethicalpricing,0.06501296162605286,0.10458795726299286,0.6265093684196472,0.13818851113319397,0.06570116430521011,misselling,product pricing,reward programme,product pricing
hey creditcardco hidden fees fine print masterclass deceptive pricing time clean act pricingtricks,0.016918189823627472,0.021497441455721855,0.9129114747047424,0.03885341063141823,0.009819535538554192,misselling,product pricing,reward programme,product pricing
creditcardco pricing structure nightmare like want confuse frustrate customers purpose customerexploitation,0.012437036260962486,0.014119612984359264,0.38085195422172546,0.5784911513328552,0.014100211672484875,product pricing,misselling,reward programme,product pricing
hey creditcardco pricing touch reality people struggling making worse unjust charges insensitivepricing,0.11092927306890488,0.15542621910572052,0.5096734762191772,0.1347794532775879,0.08919157087802887,misselling,reward programme,product pricing,product pricing
creditcardco pricing structure designed trap people debt time prioritize financial well profits debttrap,0.011050102300941944,0.012318034656345844,0.8189951181411743,0.14981262385845184,0.007824155502021313,misselling,product pricing,reward programme,product pricing
dear creditcardco pricing changes like bad soap opera think another twist neverendingfees,0.11659888178110123,0.1686333566904068,0.22151607275009155,0.40169697999954224,0.09155473113059998,product pricing,misselling,reward programme,product pricing
creditcardco pricing transparency non existent time come clean stop hiding behind confusing terms conditions hiddencharges,0.016524063423275948,0.0362059585750103,0.8675230741500854,0.05840446799993515,0.021342385560274124,misselling,product pricing,reward programme,product pricing
creditcardco pricing structure maze escape time simplify provide clarity customers pricingconfusion,0.11815967410802841,0.30075621604919434,0.1174563616514206,0.3521241843700409,0.11150360107421875,product pricing,reward programme,reminder system,product pricing
another month another surprise fee creditcardco like making charges see much get away feefrustration,0.10013584792613983,0.06602829694747925,0.6255787014961243,0.06299357861280441,0.14526358246803284,misselling,customer service,reminder system,product pricing
thank bringing issue altered product pricing attention take customer impact seriously carefully consider aspects making changes future customercentricapproach,0.0003538216697052121,0.00040392103255726397,0.0004572251928038895,0.9979103803634644,0.0008746496750973165,product pricing,customer service,misselling,product pricing
tired creditcardco predatory pricing structure intentionally keep interest rates sky high trap customers debt predatorylending,0.044895801693201065,0.030233774334192276,0.7187846899032593,0.17606885731220245,0.030016828328371048,misselling,product pricing,reminder system,product pricing
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0.0026081795804202557,0.0037819657009094954,0.003589690662920475,0.01885620877146721,0.9711639285087585,customer service,product pricing,reward programme,product pricing
apologize pricing structure caused inconvenience feedback valuable actively reviewing adjusting fees charges better serve customers thank understanding customeroriented,0.0026081795804202557,0.0037819657009094954,0.003589690662920475,0.01885620877146721,0.9711639285087585,customer service,product pricing,reward programme,product pricing
frustrated creditcardco pricing structure purposely make terms confusing take advantage customers lack understanding exploitativepractices,0.0035614054650068283,0.005008696112781763,0.9627900719642639,0.02578056789934635,0.002859222237020731,misselling,product pricing,reward programme,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0.00035500535159371793,0.0003944563213735819,0.0005986252217553556,0.9979566931724548,0.00069519376847893,product pricing,customer service,misselling,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0.00035500535159371793,0.0003944563213735819,0.0005986252217553556,0.9979566931724548,0.00069519376847893,product pricing,customer service,misselling,product pricing
thank bringing issue product pricing attention appreciate feedback committed considering customer impact feedback making pricing decisions customerfeedbackvalued,0.00035500535159371793,0.0003944563213735819,0.0005986252217553556,0.9979566931724548,0.00069519376847893,product pricing,customer service,misselling,product pricing
feeling deceived creditcardco reward program enticing sign bonus turned nearly impossible achieve due hidden spending requirements falsepromises,0.0008514341898262501,0.6594082713127136,0.3383577764034271,0.0005550734931603074,0.0008273727726191282,reward programme,misselling,reminder system,reward programme
feeling frustrated creditcardco reminder system unreliable inconsistent afford keep missing due dates latepaymentissues,0.9718924760818481,0.0006214983877725899,0.00152488867752254,0.0004631686315406114,0.0254979245364666,reminder system,customer service,misselling,reminder system
received notice creditcardco reducing cashback percentage consider would affect loyal customers rewardsdevaluation,0.014077844098210335,0.9727727770805359,0.006387815810739994,0.0022432594560086727,0.004518353380262852,reward programme,reminder system,misselling,reward programme
hey creditcardco reward points low redemption value disheaening see little loyalty woh undervaluedrewards,0.0014831381849944592,0.9884957671165466,0.008033722639083862,0.000807221804279834,0.001180177554488182,reward programme,misselling,reminder system,reward programme
creditcardco still using carrier pigeons send due date reminders slow unreliable leaves room errors pigeonmailissues,0.9839447140693665,0.0021008141338825226,0.001608160207979381,0.001317918999120593,0.011028421111404896,reminder system,customer service,reward programme,reminder system
excited hear new credit card schemes announced creditcardco looking forward exploring benefits rewards offer creditcardschemes,0.011151755228638649,0.9580980539321899,0.00811677984893322,0.010636531747877598,0.011996908113360405,reward programme,customer service,reminder system,reward programme
checks voicemail days creditcardco using voicemail primary mode sending reminders ineffective outdated voicemailwoes,0.9560220837593079,0.0029640800785273314,0.0027409035246819258,0.0010868962854146957,0.037186045199632645,reminder system,customer service,reward programme,reminder system
creditcardco sales representative misled buying expensive product need feeling cheated deceived misselling,0.0010442509083077312,0.0015896896366029978,0.8449704051017761,0.09128517657518387,0.0611104816198349,misselling,product pricing,customer service,misselling
reward program offered creditcardco simply woh high spending requirements minimal benefits make hassle perk notwohit,0.001194028533063829,0.994469404220581,0.0025184182450175285,0.0009902364108711481,0.0008278519962914288,reward programme,misselling,reminder system,reward programme
missed another due date creditcardco reminder system sends notifications business hours reminders evening weekends limitedavailability,0.9897265434265137,0.002216408960521221,0.0015029706992208958,0.001385944546200335,0.0051681785844266415,reminder system,customer service,reward programme,reminder system
hey creditcardco sending payment reminder day due date helpful give customers time take action lastminutereminder,0.8475072383880615,0.001230918220244348,0.0008538559195585549,0.0008296874584630132,0.149578258395195,reminder system,customer service,reward programme,reminder system
feeling deceived creditcardco reward program enticing sign bonus turned nearly impossible achieve due hidden spending requirements falsepromises,0.0008514341898262501,0.6594082713127136,0.3383577764034271,0.0005550734931603074,0.0008273727726191282,reward programme,misselling,reminder system,reward programme
smoke signals used creditcardco send reminders must fading quickly time upgrade efficient options smokesignalissues,0.9812084436416626,0.007629985921084881,0.0034508497919887304,0.002436138689517975,0.005274645518511534,reminder system,reward programme,customer service,reminder system
email primary mode communication creditcardco still sending paper reminders often get lost mail paperwaste,0.8796346187591553,0.011847288347780704,0.002016916638240218,0.0036332730669528246,0.10286786407232285,reminder system,customer service,reward programme,reminder system
beware creditcardco tactics pushed high cost product suit needs shameful sales practices deceptivesales misselling,0.002544167684391141,0.0022735975217074156,0.8362823724746704,0.157391756772995,0.0015081703895702958,misselling,product pricing,reminder system,misselling
customer service creditcardco needs serious improvement unhelpful lack knowledge reward program terms conditions poorsuppo,0.0008337221224792302,0.425035297870636,0.0009798080427572131,0.0005300951306708157,0.5726210474967957,customer service,reward programme,misselling,reward programme
creditcardco reward program needs upgrade lack innovative features personalized offers falling behind competitors market outdated,0.0013485501985996962,0.995427668094635,0.0015587013913318515,0.0008439449011348188,0.0008212205138988793,reward programme,misselling,reminder system,reward programme
creditcardco sending reminders carrier pigeons might sound charming reliable timely birddeliveryfail,0.9531979560852051,0.012225384823977947,0.008522038348019123,0.0019497981993481517,0.024104928597807884,reminder system,customer service,reward programme,reminder system
creditcardco mobile push notification reminder option much effective relying emails calls outdatednotifications,0.9860568046569824,0.0035178367979824543,0.0018417437095195055,0.001542220707051456,0.007041390985250473,reminder system,customer service,reward programme,reminder system
hey creditcardco reward points low redemption value disheaening see little loyalty woh undervaluedrewards,0.0014831381849944592,0.9884957671165466,0.008033722639083862,0.000807221804279834,0.001180177554488182,reward programme,misselling,reminder system,reward programme
realized high cost product purchased credit card completely misrepresented creditcardco unacceptable missold misselling,0.0010300028370693326,0.0019561389926820993,0.7876954674720764,0.2082068920135498,0.0011114998487755656,misselling,product pricing,reward programme,misselling
feeling deceived creditcardco aggressive sales tactics pushed signing credit card hidden fees high interest rates missold,0.0012495691189542413,0.0015903841704130173,0.9933968186378479,0.0015514487167820334,0.0022117900662124157,misselling,customer service,reward programme,misselling
feeling scammed creditcardco convinced purchase high cost product promising incredible benefits turned total rip fraudulentsales misselling,0.000993570196442306,0.0016344557516276836,0.9583918452262878,0.03661835566163063,0.002361736260354519,misselling,product pricing,customer service,misselling
tired receiving promotional emails creditcardco amazing reward program find offers irrelevant unattainable misleadingads,0.004884367808699608,0.6163379549980164,0.3768509328365326,0.0009664782555773854,0.0009602623176760972,reward programme,misselling,reminder system,reward programme
feeling frustrated creditcardco reward program annual fee keeps increasing benefits remain stagnant time switch better option timetomoveon,0.0007434556027874351,0.9899535775184631,0.007507910951972008,0.0011702192714437842,0.0006248316494747996,reward programme,misselling,product pricing,reward programme
carrier pigeons delivering creditcardco reminders must gotten lost please switch reliable methods pigeonpostfail,0.9506873488426208,0.0029059823136776686,0.0016968583222478628,0.0016341451555490494,0.04307558760046959,reminder system,customer service,reward programme,reminder system
years using creditcardco expected better reward program limited selection merchandise travel options disappointing limitedchoices,0.0017429670551791787,0.9903048276901245,0.0031275670044124126,0.0028677606023848057,0.0019567906856536865,reward programme,misselling,product pricing,reward programme
telegrams creditcardco due date reminders seriously time embrace modern efficient communication channels timetoupgrade,0.9924522042274475,0.002406296320259571,0.0015856882091611624,0.001585572026669979,0.0019703239668160677,reminder system,reward programme,customer service,reminder system
creditcardco reward program needs major overhaul accumulated many points redemption options lackluster uninspiring rewardprogramfail,0.0012046254705637693,0.9953567981719971,0.0016220759134739637,0.0008604145259596407,0.0009559847530908883,reward programme,misselling,reminder system,reward programme
trusted creditcardco took advantage trust sold ridiculously expensive product could gotten much less elsewhere exploitation misselling,0.00037950833211652935,0.0007356847636401653,0.37941089272499084,0.6188726425170898,0.0006012664525769651,product pricing,misselling,reward programme,misselling
customer service creditcardco needs serious improvement unhelpful lack knowledge reward program terms conditions poorsuppo,0.0008337221224792302,0.425035297870636,0.0009798080427572131,0.0005300951306708157,0.5726210474967957,customer service,reward programme,misselling,reward programme
creditcardco reward program needs upgrade lack innovative features personalized offers falling behind competitors market outdated,0.0013485501985996962,0.995427668094635,0.0015587013913318515,0.0008439449011348188,0.0008212205138988793,reward programme,misselling,reminder system,reward programme
creditcardco reminder system allow customization want choose receive reminders align schedule onesizedoesntfitall,0.9887391328811646,0.002841361565515399,0.0013326723128557205,0.0011363220401108265,0.00595048675313592,reminder system,customer service,reward programme,reminder system
reward program offered creditcardco simply woh high spending requirements minimal benefits make hassle perk notwohit,0.001194028533063829,0.994469404220581,0.0025184182450175285,0.0009902364108711481,0.0008278519962914288,reward programme,misselling,reminder system,reward programme
hey creditcardco changing rewards redemption rates without notice unfair customers say decisions unilateralchanges,0.0032341936603188515,0.9726495146751404,0.008753846399486065,0.005776721052825451,0.009585618041455746,reward programme,customer service,misselling,reward programme
tired receiving promotional emails creditcardco amazing reward program find offers irrelevant unattainable misleadingads,0.004884367808699608,0.6163379549980164,0.3768509328365326,0.0009664782555773854,0.0009602623176760972,reward programme,misselling,reminder system,reward programme
feeling frustrated creditcardco reward program annual fee keeps increasing benefits remain stagnant time switch better option timetomoveon,0.0007434556027874351,0.9899535775184631,0.007507910951972008,0.0011702192714437842,0.0006248316494747996,reward programme,misselling,product pricing,reward programme
received due date reminder letter creditcardco week due date helpful slowmaildelivery,0.9476224780082703,0.003934300504624844,0.002445291494950652,0.0019501736387610435,0.04404784366488457,reminder system,customer service,reward programme,reminder system
trying redeem reward points flight creditcardco blackout dates restrictions make nearly impossible find suitable time redemptionhurdles,0.0021602013148367405,0.9938881397247314,0.0013847890077158809,0.0012659657513722777,0.0013009782414883375,reward programme,reminder system,misselling,reward programme
hey creditcardco adveise amazing rewards offer limited availability feels like bait switch tactic falsepromises,0.0007599944365210831,0.38595035672187805,0.6113559603691101,0.0004676689859479666,0.0014660116285085678,misselling,reward programme,customer service,reward programme
smoke signals used creditcardco reminders keep getting lost wind need reliable communication method inefficientsmokesignals,0.972382664680481,0.009318344295024872,0.0076372032053768635,0.005359668284654617,0.005302091129124165,reminder system,reward programme,misselling,reminder system
big thumbs creditcardco exceptional rewards redemption process straightforward hassle free easyredemption,0.0016646594740450382,0.9808794856071472,0.0008263815543614328,0.0008164624450728297,0.015812905505299568,reward programme,customer service,reminder system,reward programme
years using creditcardco expected better reward program limited selection merchandise travel options disappointing limitedchoices,0.0017429670551791787,0.9903048276901245,0.0031275670044124126,0.0028677606023848057,0.0019567906856536865,reward programme,misselling,product pricing,reward programme
set reminders creditcardco app never seem work unreliable defeating purpose reminder feature appglitch,0.989061713218689,0.003925974015146494,0.0030731128063052893,0.0013195585925132036,0.002619572216644883,reminder system,reward programme,misselling,reminder system
shoutout creditcardco exceptional suppo resolving credit card reward redemption issue patiently worked resolve problem credited missing rewards highly appreciated rewardredemption,0.0008940620464272797,0.44100069999694824,0.0008598105050623417,0.0006450606160797179,0.5566003918647766,customer service,reward programme,reminder system,reward programme
trying reach customer suppo inquire reward points keep transferring one depament another creditcardco get act together customerservicefail,0.00120860047172755,0.606537938117981,0.0011409029830247164,0.0007931971340440214,0.39031943678855896,reward programme,customer service,reminder system,reward programme
finally managed redeem reward points weeks back foh creditcardco customer service process complicated redemptionstruggles,0.001253266935236752,0.4795045852661133,0.0005378840141929686,0.0004901636275462806,0.5182141065597534,customer service,reward programme,reminder system,reward programme
